,FRAC1,EXQC1,NDPC1,NMSC1
1995-08-07,5.567,1.439,3.382,1.585
1995-08-08,5.364,1.361,3.09,1.914
1995-08-09,4.538,1.13,3.424,1.784
1995-08-10,4.186,1.095,2.817,1.515
1995-08-11,4.303,1.022,2.832,1.4
1995-08-12,3.637,0.931,2.753,1.247
1995-08-13,3.355,0.891,2.233,1.407
1995-08-14,3.546,0.812,1.884,1.571
1995-08-15,2.494,0.768,2.218,1.126
1995-08-16,3.85,0.783,1.172,1.106
1995-08-17,3.384,0.849,2.192,1.139
1995-08-18,2.892,0.864,2.01,0.982
1995-08-19,2.813,0.72,1.745,2.205
1995-08-20,2.671,0.531,1.597,0.727
1995-08-21,2.86,0.752,1.402,1.218
1995-08-22,3.15,0.797,1.85,1.028
1995-08-23,3.536,0.83,1.556,1.011
1995-08-24,3.214,0.824,1.74,1.12
1995-08-25,3.06,0.752,1.265,0.936
1995-08-26,2.357,0.612,1.365,0.612
1995-08-27,1.949,0.524,1.353,0.569
1995-08-28,1.956,0.261,0.606,0.661
1995-08-29,1.669,0.476,1.493,0.959
1995-08-30,1.726,0.411,0.774,0.891
1995-08-31,1.799,0.406,0.905,1.05
1995-09-01,1.448,0.354,-0.171,0.928
1995-09-02,1.751,0.351,0.798,0.497
1995-09-03,2.23,0.355,0.646,0.695
1995-09-04,2.589,0.526,0.908,0.634
1995-09-05,2.282,0.633,0.389,0.9
1995-09-06,1.603,0.535,1.311,1.234
1995-09-07,1.368,0.369,0.302,1.065
1995-09-08,1.42,0.254,0.633,1.135
1995-09-09,1.188,0.239,0.684,0.698
1995-09-10,1.023,0.307,0.375,0.758
1995-09-11,1.05,0.277,0.396,1.195
1995-09-12,1.196,0.248,0.761,0.884
1995-09-13,1.038,0.272,0.211,1.12
1995-09-14,0.671,0.299,0.716,0.975
1995-09-15,1.056,0.242,0.241,0.922
1995-09-16,0.913,0.191,0.423,0.529
1995-09-17,1.152,0.167,0.211,0.519
1995-09-18,0.831,0.385,0.118,0.791
1995-09-19,1.09,0.101,0.694,1.025
1995-09-20,0.808,0.151,0.101,1.034
1995-09-21,0.923,0.157,-1.487,1.14
1995-09-22,0.771,0.189,-0.646,0.992
1995-09-23,0.749,0.159,2.308,1.004
1995-09-24,0.672,0.221,1.442,0.327
1995-09-25,0.754,0.208,0.695,1.192
1995-09-26,0.46,0.154,0.497,0.943
1995-09-27,0.743,0.138,0.069,1.133
1995-09-28,0.586,0.051,-0.008,0.908
1995-09-29,0.52,0.145,0.524,0.961
1995-09-30,0.519,0.249,0.365,0.495
1995-10-01,0.533,0.13,-0.441,0.501
1995-10-02,0.386,0.217,0.625,0.89
1995-10-03,0.301,0.129,-0.375,1.15
1995-10-04,0.262,0.191,0.373,0.671
1995-10-05,0.667,0.207,-0.091,0.849
1995-10-06,0.71,0.204,0.469,0.921
1995-10-07,0.6,0.212,-0.407,0.579
1995-10-08,0.578,0.103,0.343,0.602
1995-10-09,0.239,0.051,-0.228,0.758
1995-10-10,0.396,0.167,-0.198,0.869
1995-10-11,0.266,0.161,0.286,0.905
1995-10-12,0.13,0.272,0.012,0.746
1995-10-13,0.065,0.141,-0.24,1.031
1995-10-14,0.367,0.191,0.228,0.508
1995-10-15,0.459,0.195,0.117,0.398
1995-10-16,0.284,0.035,0.055,0.676
1995-10-17,0.535,0.12,-0.057,0.815
1995-10-18,0.383,0.105,0.488,0.887
1995-10-19,0.193,0.044,-0.32,0.614
1995-10-20,0.658,0.122,-0.15,0.83
1995-10-21,0.35,0.016,0.159,0.384
1995-10-22,0.362,0.024,0.285,0.473
1995-10-23,0.28,0.0,-0.654,0.646
1995-10-24,0.259,0.068,0.462,0.585
1995-10-25,0.359,0.081,-0.387,0.623
1995-10-26,0.242,0.116,-0.176,0.777
1995-10-27,0.441,0.071,0.56,0.412
1995-10-28,0.278,0.041,0.819,0.258
1995-10-29,0.408,0.0,-0.065,0.302
1995-10-30,0.778,0.089,-0.329,0.627
1995-10-31,0.596,0.126,0.314,0.456
1995-11-01,0.304,0.093,0.065,0.578
1995-11-02,0.736,0.115,-0.59,0.372
1995-11-03,0.325,0.098,0.066,0.57
1995-11-04,0.246,0.072,0.219,0.252
1995-11-05,0.207,0.124,0.385,0.265
1995-11-06,0.067,0.029,-0.25,0.517
1995-11-07,0.263,0.064,0.265,0.671
1995-11-08,0.188,0.137,0.271,0.549
1995-11-09,0.231,0.047,0.16,0.315
1995-11-10,0.213,0.097,-0.184,0.517
1995-11-11,0.164,0.054,0.218,0.479
1995-11-12,0.204,0.046,0.276,0.323
1995-11-13,0.274,0.127,-0.188,0.798
1995-11-14,0.261,0.121,0.214,0.352
1995-11-15,0.111,0.042,0.258,0.445
1995-11-16,0.182,0.06,-0.175,0.187
1995-11-17,0.244,0.115,0.222,0.408
1995-11-18,0.172,0.051,0.271,0.16
1995-11-19,0.367,0.087,-0.281,0.167
1995-11-20,0.152,0.117,0.323,0.189
1995-11-21,0.171,0.086,-0.234,0.208
1995-11-22,0.153,0.0,0.26,0.264
1995-11-23,0.241,0.095,-0.208,0.237
1995-11-24,0.27,0.106,0.292,0.286
1995-11-25,0.249,0.053,0.282,0.163
1995-11-26,0.26,0.087,-0.439,0.185
1995-11-27,0.343,0.1,-0.227,0.235
1995-11-28,0.238,0.03,0.315,0.259
1995-11-29,0.207,0.129,0.258,0.512
1995-11-30,0.271,0.052,-0.219,0.237
1995-12-01,0.184,0.1,0.167,0.167
1995-12-02,0.141,0.06,0.204,0.313
1995-12-03,0.308,0.0,-0.299,0.047
1995-12-04,0.404,0.099,0.359,0.835
1995-12-05,0.282,0.151,0.249,0.435
1995-12-06,0.3,0.062,0.231,0.499
1995-12-07,0.408,0.06,0.282,0.295
1995-12-08,0.316,0.079,-0.152,0.167
1995-12-09,0.204,0.14,0.202,0.279
1995-12-10,0.331,0.125,-0.133,0.304
1995-12-11,1.266,0.3,1.353,1.453
1995-12-12,5.135,3.093,11.197,3.249
1995-12-13,2.718,1.432,3.819,1.907
1995-12-14,1.566,0.849,2.202,0.93
1995-12-15,1.102,0.898,2.151,0.973
1995-12-16,0.819,0.487,0.61,0.52
1995-12-17,0.709,0.504,0.778,0.494
1995-12-18,0.617,0.382,1.146,0.7
1995-12-19,0.293,0.346,0.447,0.471
1995-12-20,0.703,0.282,0.601,0.411
1995-12-21,0.597,0.326,1.036,0.794
1995-12-22,0.591,0.225,0.13,0.425
1995-12-23,0.593,0.325,0.703,0.254
1995-12-24,0.511,0.293,0.102,0.464
1995-12-25,0.531,0.199,0.364,0.456
1995-12-26,0.935,0.257,0.512,0.584
1995-12-27,1.019,0.218,0.787,0.3
1995-12-28,0.399,0.268,0.771,0.409
1995-12-29,0.634,0.565,0.945,1.056
1995-12-30,0.733,0.454,2.638,1.078
1995-12-31,0.955,0.646,2.124,1.08
1996-01-01,0.614,0.496,1.192,0.835
1996-01-02,0.7,0.548,1.228,0.307
1996-01-03,1.194,0.434,1.041,0.935
1996-01-04,0.608,0.428,0.32,0.627
1996-01-05,0.312,0.43,0.538,0.581
1996-01-06,0.769,0.384,0.787,0.451
1996-01-07,0.554,0.381,0.89,0.518
1996-01-08,0.608,0.384,0.624,0.547
1996-01-09,0.783,0.359,0.761,0.615
1996-01-10,0.513,0.408,1.009,0.401
1996-01-11,0.576,0.334,0.242,0.374
1996-01-12,0.565,0.333,0.641,0.895
1996-01-13,0.46,0.359,0.903,0.256
1996-01-14,0.662,0.359,0.934,0.379
1996-01-15,0.667,0.454,0.58,0.683
1996-01-16,1.727,1.957,4.491,3.231
1996-01-17,2.946,1.451,4.059,2.103
1996-01-18,1.46,1.293,3.253,2.217
1996-01-19,1.791,1.543,3.827,2.167
1996-01-20,1.164,0.989,1.963,0.879
1996-01-21,1.354,1.09,2.59,1.394
1996-01-22,0.918,0.682,1.281,1.075
1996-01-23,0.913,0.656,1.833,0.935
1996-01-24,1.131,2.873,3.248,2.818
1996-01-25,2.173,2.46,6.971,3.903
1996-01-26,1.222,1.177,2.248,1.554
1996-01-27,2.148,3.415,3.661,2.926
1996-01-28,2.32,2.106,4.468,2.153
1996-01-29,1.274,1.46,2.365,1.568
1996-01-30,0.955,1.139,1.469,1.31
1996-01-31,2.0,1.973,3.133,1.847
1996-02-01,1.739,1.508,2.59,1.425
1996-02-02,1.659,1.085,1.926,1.694
1996-02-03,1.085,1.094,2.059,1.259
1996-02-04,4.184,9.086,11.98,6.512
1996-02-05,12.162,9.406,21.828,11.897
1996-02-06,6.419,4.452,10.085,5.883
1996-02-07,4.321,3.314,6.25,3.787
1996-02-08,3.259,2.368,5.368,3.119
1996-02-09,2.828,2.097,4.675,2.871
1996-02-10,2.789,1.873,4.04,2.509
1996-02-11,2.571,1.676,3.532,2.221
1996-02-12,2.214,1.622,3.42,2.588
1996-02-13,2.209,1.606,3.361,2.699
1996-02-14,2.446,1.575,3.774,2.402
1996-02-15,2.431,1.593,3.072,2.621
1996-02-16,2.878,1.789,4.105,2.748
1996-02-17,2.838,1.797,4.634,3.069
1996-02-18,1.731,1.752,3.83,3.272
1996-02-19,9.354,9.645,14.256,8.713
1996-02-20,12.822,6.072,12.522,9.277
1996-02-21,7.404,7.438,12.406,8.724
1996-02-22,3.877,4.683,8.453,5.312
1996-02-23,4.932,3.321,5.655,3.603
1996-02-24,3.897,2.846,5.356,3.386
1996-02-25,3.318,2.215,3.993,3.01
1996-02-26,2.917,1.902,3.835,2.856
1996-02-27,2.367,1.736,3.845,2.615
1996-02-28,2.471,1.522,2.591,2.664
1996-02-29,2.571,1.468,3.122,2.502
1996-03-01,2.028,1.379,2.484,2.439
1996-03-02,2.21,1.441,2.939,2.211
1996-03-03,2.519,1.64,3.237,2.125
1996-03-04,4.467,6.3,9.1,4.668
1996-03-05,6.183,6.124,11.398,6.567
1996-03-06,3.665,3.627,6.373,3.966
1996-03-07,2.999,2.788,4.795,3.88
1996-03-08,3.19,2.372,4.449,3.653
1996-03-09,3.386,2.258,4.233,3.077
1996-03-10,3.415,2.201,4.643,3.428
1996-03-11,3.627,2.51,4.953,3.934
1996-03-12,5.111,3.254,6.971,4.416
1996-03-13,4.034,2.505,5.207,3.764
1996-03-14,3.302,2.171,4.404,3.486
1996-03-15,3.061,2.03,4.33,3.416
1996-03-16,3.258,1.979,3.519,3.305
1996-03-17,3.426,2.033,4.686,3.373
1996-03-18,4.049,2.449,5.51,3.795
1996-03-19,4.484,2.779,5.45,3.968
1996-03-20,4.778,2.779,5.578,4.129
1996-03-21,4.874,2.754,5.845,3.753
1996-03-22,4.569,2.671,4.971,3.656
1996-03-23,3.775,2.265,4.405,3.43
1996-03-24,3.25,2.103,3.448,2.946
1996-03-25,3.099,1.861,3.51,2.867
1996-03-26,2.941,1.73,3.64,2.847
1996-03-27,3.048,1.739,2.939,2.923
1996-03-28,3.945,2.414,4.795,3.641
1996-03-29,2.98,1.82,3.919,3.187
1996-03-30,3.287,1.867,3.483,2.754
1996-03-31,3.133,1.745,2.928,2.499
1996-04-01,4.818,3.404,5.107,3.405
1996-04-02,4.841,3.046,6.003,3.953
1996-04-03,4.086,2.511,4.332,3.111
1996-04-04,3.397,2.266,3.86,2.854
1996-04-05,3.551,2.262,3.73,2.859
1996-04-06,3.857,2.491,4.31,3.016
1996-04-07,4.529,2.969,5.015,3.292
1996-04-08,5.223,3.269,6.108,3.652
1996-04-09,5.756,3.504,5.978,3.845
1996-04-10,5.064,3.244,6.328,3.678
1996-04-11,5.022,2.9,5.237,3.203
1996-04-12,4.735,2.926,4.996,3.006
1996-04-13,4.457,2.535,4.568,2.652
1996-04-14,4.35,2.817,3.958,2.715
1996-04-15,4.99,3.193,5.541,3.313
1996-04-16,7.039,3.625,7.39,4.918
1996-04-17,6.533,3.433,6.462,4.207
1996-04-18,7.002,3.086,5.168,3.986
1996-04-19,4.878,2.408,4.837,3.4
1996-04-20,4.224,2.166,4.005,2.501
1996-04-21,3.896,1.96,2.676,2.27
1996-04-22,3.856,1.969,3.702,3.035
1996-04-23,4.395,2.206,3.99,2.755
1996-04-24,5.347,2.92,5.744,3.062
1996-04-25,6.699,3.828,6.538,3.616
1996-04-26,8.213,4.835,9.092,3.992
1996-04-27,9.237,5.176,8.858,4.567
1996-04-28,8.711,5.378,7.682,4.316
1996-04-29,9.309,5.52,7.53,4.32
1996-04-30,10.057,5.946,9.384,5.208
1996-05-01,10.408,6.298,10.514,5.456
1996-05-02,10.702,6.01,10.376,5.472
1996-05-03,9.653,5.404,9.363,4.919
1996-05-04,8.485,4.78,8.026,4.218
1996-05-05,8.481,4.691,7.635,4.016
1996-05-06,8.745,4.725,8.043,4.2
1996-05-07,8.624,4.633,7.479,5.031
1996-05-08,8.231,4.521,6.978,3.761
1996-05-09,8.167,4.14,6.8,4.306
1996-05-10,8.84,4.612,7.955,3.39
1996-05-11,9.793,5.39,9.502,4.352
1996-05-12,11.218,6.002,10.51,4.842
1996-05-13,11.105,6.339,11.856,4.427
1996-05-14,12.671,5.875,11.274,5.2
1996-05-15,12.859,9.438,17.301,6.419
1996-05-16,32.217,16.251,37.27,21.072
1996-05-17,14.569,6.576,12.345,9.99
1996-05-18,13.118,6.302,16.283,11.242
1996-05-19,10.402,4.883,9.979,7.146
1996-05-20,8.729,4.058,6.866,4.632
1996-05-21,7.844,3.975,7.049,4.493
1996-05-22,7.222,3.54,6.297,4.069
1996-05-23,6.902,3.349,6.541,4.022
1996-05-24,6.031,2.808,4.512,3.542
1996-05-25,5.346,2.701,4.247,3.469
1996-05-26,5.614,2.993,5.148,3.28
1996-05-27,6.36,3.569,6.43,3.389
1996-05-28,6.004,2.98,5.907,2.66
1996-05-29,6.229,3.083,6.262,3.858
1996-05-30,5.859,3.023,5.998,3.474
1996-05-31,6.314,3.191,6.575,3.298
1996-06-01,7.338,3.618,7.191,3.658
1996-06-02,8.632,4.317,9.47,3.916
1996-06-03,9.906,4.59,10.001,4.261
1996-06-04,10.312,4.537,10.585,4.425
1996-06-05,10.584,4.289,10.212,4.577
1996-06-06,10.584,4.301,10.05,4.656
1996-06-07,10.731,4.219,10.938,4.6
1996-06-08,10.42,4.029,10.221,4.433
1996-06-09,10.419,3.869,8.782,3.969
1996-06-10,9.54,3.258,8.268,3.546
1996-06-11,8.671,2.855,7.498,3.383
1996-06-12,7.669,2.573,7.267,3.218
1996-06-13,7.959,2.556,7.804,3.11
1996-06-14,7.721,2.451,7.008,3.169
1996-06-15,7.041,2.313,6.325,2.361
1996-06-16,6.559,2.095,5.906,2.214
1996-06-17,5.975,1.929,5.893,2.567
1996-06-18,5.988,1.68,5.327,2.471
1996-06-19,5.658,1.81,4.919,2.381
1996-06-20,5.694,1.577,5.371,2.086
1996-06-21,5.073,1.602,4.294,2.233
1996-06-22,5.22,1.352,4.252,2.021
1996-06-23,4.679,1.297,3.689,1.735
1996-06-24,5.048,1.183,3.847,1.602
1996-06-25,4.411,1.346,4.165,3.135
1996-06-26,4.016,1.412,3.604,6.191
1996-06-27,3.44,1.14,3.42,1.99
1996-06-28,2.889,0.991,2.749,1.465
1996-06-29,2.478,0.933,2.785,1.507
1996-06-30,3.06,0.899,2.886,1.434
1996-07-01,3.84,1.071,3.746,1.269
1996-07-02,4.22,1.178,3.153,0.589
1996-07-03,4.322,1.054,3.635,0.621
1996-07-04,4.414,1.11,3.6,0.293
1996-07-05,4.189,0.964,3.398,0.258
1996-07-06,3.872,0.936,3.28,1.746
1996-07-07,3.843,0.763,2.726,1.668
1996-07-08,3.655,0.892,2.699,0.259
1996-07-09,3.664,0.963,3.212,1.76
1996-07-10,3.55,0.875,2.66,0.606
1996-07-11,4.177,0.817,2.245,0.506
1996-07-12,4.243,0.988,3.299,0.924
1996-07-13,4.188,1.169,3.16,1.145
1996-07-14,3.545,0.734,2.84,2.446
1996-07-15,3.644,0.796,2.312,2.556
1996-07-16,2.948,0.742,2.394,1.072
1996-07-17,2.49,0.557,1.193,1.008
1996-07-18,2.217,0.528,1.733,0.682
1996-07-19,2.067,0.462,1.048,0.892
1996-07-20,2.237,0.397,1.226,0.947
1996-07-21,1.808,0.403,1.557,0.582
1996-07-22,1.876,0.427,0.563,1.031
1996-07-23,2.072,0.348,1.08,1.083
1996-07-24,2.125,0.398,1.112,1.261
1996-07-25,1.964,0.413,1.048,1.016
1996-07-26,1.976,0.393,0.888,1.036
1996-07-27,1.859,0.384,0.658,0.612
1996-07-28,2.036,0.121,1.088,0.979
1996-07-29,2.129,0.394,1.166,2.227
1996-07-30,1.986,0.327,0.443,0.325
1996-07-31,1.652,0.454,0.804,1.242
1996-08-01,1.683,0.263,0.603,0.953
1996-08-02,1.328,0.302,0.552,0.592
1996-08-03,1.326,0.226,0.356,0.34
1996-08-04,1.232,0.061,0.616,0.404
1996-08-05,1.274,0.142,0.618,0.421
1996-08-06,1.114,0.253,0.394,0.573
1996-08-07,1.025,0.225,0.627,0.622
1996-08-08,1.017,0.195,0.735,0.781
1996-08-09,0.878,0.155,0.623,0.803
1996-08-10,0.578,0.201,0.332,1.003
1996-08-11,0.982,0.091,-1.807,0.694
1996-08-12,1.003,0.195,-0.491,1.037
1996-08-13,1.353,0.16,0.906,1.028
1996-08-14,1.069,0.185,1.433,1.092
1996-08-15,1.069,0.069,1.449,1.072
1996-08-16,1.119,0.165,0.611,0.936
1996-08-17,0.812,0.148,0.441,0.59
1996-08-18,1.016,0.0,1.226,0.324
1996-08-19,0.657,0.119,-0.425,0.594
1996-08-20,0.595,0.129,0.402,0.693
1996-08-21,0.747,0.119,0.603,0.945
1996-08-22,0.638,0.099,0.237,0.81
1996-08-23,0.692,0.163,0.349,0.926
1996-08-24,0.654,0.024,0.298,0.805
1996-08-25,0.469,0.0,0.35,0.379
1996-08-26,0.378,0.122,-0.055,0.757
1996-08-27,1.013,0.104,0.364,0.657
1996-08-28,0.432,0.041,0.402,0.692
1996-08-29,0.644,0.058,0.457,0.894
1996-08-30,0.606,0.042,0.175,0.963
1996-08-31,0.524,0.078,0.28,0.636
1996-09-01,0.557,0.007,0.772,0.428
1996-09-02,0.526,0.049,0.131,0.356
1996-09-03,0.553,0.063,-0.029,0.617
1996-09-04,0.496,0.006,0.129,0.602
1996-09-05,0.45,0.098,-0.177,0.684
1996-09-06,0.451,0.035,0.302,0.651
1996-09-07,0.294,0.055,0.56,0.537
1996-09-08,0.484,0.0,0.096,0.447
1996-09-09,0.38,0.096,0.445,0.787
1996-09-10,0.385,0.0,0.09,0.878
1996-09-11,0.285,0.0,-0.192,0.588
1996-09-12,0.164,0.065,0.37,0.47
1996-09-13,0.055,0.084,0.282,0.585
1996-09-14,0.423,0.025,-0.041,0.411
1996-09-15,0.213,0.041,0.507,0.323
1996-09-16,0.215,0.048,-0.302,0.719
1996-09-17,0.549,0.0,0.215,0.646
1996-09-18,0.262,0.08,0.353,0.576
1996-09-19,0.382,0.062,0.36,0.704
1996-09-20,0.21,0.071,0.386,0.817
1996-09-21,0.199,0.006,0.208,0.344
1996-09-22,0.231,0.03,0.019,0.322
1996-09-23,0.161,0.035,0.725,0.657
1996-09-24,0.198,0.025,-0.512,0.755
1996-09-25,0.061,0.039,0.571,0.737
1996-09-26,0.31,0.015,0.544,0.681
1996-09-27,0.22,0.025,-0.16,0.392
1996-09-28,0.14,0.03,0.61,0.724
1996-09-29,0.281,0.043,0.534,0.392
1996-09-30,0.169,0.0,0.064,0.615
1996-10-01,0.047,0.0,0.424,-0.426
1996-10-02,0.172,0.005,0.167,0.301
1996-10-03,0.415,0.0,0.32,0.129
1996-10-04,0.201,0.0,-0.252,0.065
1996-10-05,0.357,0.0,0.111,0.069
1996-10-06,0.215,0.019,0.336,-0.196
1996-10-07,0.226,0.0,0.052,0.216
1996-10-08,0.342,0.076,0.638,-0.02
1996-10-09,0.232,0.0,-0.177,0.272
1996-10-10,0.231,0.008,0.007,-0.1
1996-10-11,0.164,0.0,-0.029,-0.114
1996-10-12,0.283,0.0,0.239,-0.06
1996-10-13,0.251,0.0,0.105,-0.038
1996-10-14,0.235,0.0,0.112,0.184
1996-10-15,0.23,0.0,-0.006,-0.17
1996-10-16,0.138,0.0,-0.085,0.075
1996-10-17,0.27,0.0,0.364,-0.04
1996-10-18,0.255,0.0,0.023,-0.001
1996-10-19,0.196,0.0,0.17,0.022
1996-10-20,0.353,0.056,0.131,0.118
1996-10-21,0.159,0.044,0.207,0.053
1996-10-22,0.128,0.053,-0.22,-0.078
1996-10-23,0.181,0.0,0.713,0.062
1996-10-24,0.354,0.008,-0.319,0.078
1996-10-25,0.264,0.178,0.697,0.316
1996-10-26,0.213,0.042,0.322,-0.304
1996-10-27,0.384,0.0,0.035,0.108
1996-10-28,0.23,0.0,0.368,-0.788
1996-10-29,0.856,0.301,0.438,0.695
1996-10-30,1.096,0.222,-0.07,0.363
1996-10-31,0.551,0.057,0.55,0.368
1996-11-01,0.512,0.126,-0.053,0.043
1996-11-02,0.512,0.136,0.373,0.322
1996-11-03,0.142,0.118,0.101,-0.074
1996-11-04,0.468,0.044,0.404,0.295
1996-11-05,0.337,0.124,-0.048,0.154
1996-11-06,0.355,0.094,0.501,0.246
1996-11-07,0.287,0.084,-0.053,0.498
1996-11-08,0.316,0.061,0.092,0.407
1996-11-09,0.346,0.14,0.252,0.406
1996-11-10,0.304,0.116,0.502,0.036
1996-11-11,0.599,0.092,-0.002,-0.044
1996-11-12,0.423,0.183,0.152,-0.075
1996-11-13,0.482,0.196,0.452,0.256
1996-11-14,0.248,0.068,-0.1,0.049
1996-11-15,0.243,0.084,0.0,0.115
1996-11-16,0.612,0.541,0.053,0.387
1996-11-17,4.726,2.084,4.653,2.606
1996-11-18,3.76,2.363,9.327,3.409
1996-11-19,1.83,1.33,4.352,1.911
1996-11-20,1.657,1.254,3.638,1.811
1996-11-21,3.88,4.78,4.755,1.62
1996-11-22,11.852,5.849,10.918,4.457
1996-11-23,4.474,2.392,5.553,2.443
1996-11-24,2.543,1.498,2.729,0.957
1996-11-25,1.907,1.109,1.871,1.189
1996-11-26,1.357,0.917,1.551,0.514
1996-11-27,1.679,0.719,1.044,0.513
1996-11-28,1.537,0.714,1.095,0.426
1996-11-29,1.396,0.544,0.994,0.398
1996-11-30,1.053,0.587,0.944,0.244
1996-12-01,1.0,0.757,1.123,0.497
1996-12-02,0.9,0.498,0.686,0.517
1996-12-03,0.8,0.453,1.27,0.509
1996-12-04,0.74,0.867,0.793,0.894
1996-12-05,3.797,5.986,11.018,6.636
1996-12-06,2.883,2.131,5.412,2.287
1996-12-07,1.763,1.322,2.69,1.296
1996-12-08,1.456,1.114,2.266,1.773
1996-12-09,2.388,2.034,3.597,3.03
1996-12-10,10.132,15.826,15.53,8.857
1996-12-11,10.017,6.724,15.56,6.705
1996-12-12,6.005,6.135,16.756,13.25
1996-12-13,4.358,3.575,9.912,6.728
1996-12-14,3.126,2.387,5.555,4.804
1996-12-15,2.689,1.815,3.721,2.602
1996-12-16,2.081,1.44,3.661,2.372
1996-12-17,1.875,1.278,3.195,2.619
1996-12-18,1.82,1.114,2.784,1.91
1996-12-19,1.659,1.064,2.18,1.686
1996-12-20,1.567,1.414,2.248,1.318
1996-12-21,2.16,9.01,8.93,6.507
1996-12-22,5.706,7.72,11.803,5.911
1996-12-23,2.015,3.088,4.039,3.137
1996-12-24,2.355,2.054,3.919,2.126
1996-12-25,1.983,1.629,2.646,1.326
1996-12-26,2.612,2.656,4.374,2.746
1996-12-27,4.78,3.792,6.904,4.476
1996-12-28,2.852,2.459,4.102,3.244
1996-12-29,3.404,3.82,5.237,4.599
1996-12-30,11.103,13.542,19.204,12.618
1996-12-31,7.462,8.249,18.491,14.23
1997-01-01,27.607,39.576,79.909,56.648
1997-01-02,77.467,67.04,140.088,83.829
1997-01-03,52.736,25.6,50.085,39.494
1997-01-04,21.355,11.78,18.261,12.837
1997-01-05,12.35,7.854,10.543,8.301
1997-01-06,8.24,5.918,8.801,6.821
1997-01-07,6.347,5.109,6.793,4.728
1997-01-08,6.75,4.456,4.563,4.343
1997-01-09,5.38,4.018,4.489,3.567
1997-01-10,4.985,3.528,5.125,3.49
1997-01-11,4.529,3.393,3.797,2.861
1997-01-12,4.884,3.317,4.599,2.825
1997-01-13,4.264,3.017,5.061,3.934
1997-01-14,4.042,2.858,4.769,1.875
1997-01-15,5.296,3.257,3.52,2.293
1997-01-16,3.934,2.535,3.347,1.782
1997-01-17,3.682,3.107,2.84,2.923
1997-01-18,3.651,2.697,3.896,1.893
1997-01-19,3.532,2.683,3.373,2.343
1997-01-20,5.579,5.873,4.863,3.788
1997-01-21,5.191,5.428,5.664,3.084
1997-01-22,7.28,16.576,10.812,8.461
1997-01-23,12.481,11.929,16.252,7.98
1997-01-24,6.712,6.637,7.625,5.034
1997-01-25,18.487,15.944,19.78,12.36
1997-01-26,19.118,18.312,30.443,17.552
1997-01-27,9.951,8.297,13.179,8.441
1997-01-28,7.373,6.067,9.036,5.771
1997-01-29,6.279,5.037,7.193,4.337
1997-01-30,5.76,4.382,6.307,3.967
1997-01-31,5.313,4.003,5.69,3.484
1997-02-01,5.062,3.763,5.306,2.877
1997-02-02,4.862,3.269,4.664,1.628
1997-02-03,4.407,3.28,4.468,1.628
1997-02-04,4.227,3.06,3.877,2.089
1997-02-05,4.349,2.858,3.841,2.153
1997-02-06,3.952,2.859,2.813,1.905
1997-02-07,3.531,2.461,3.589,1.635
1997-02-08,3.694,2.424,2.763,1.907
1997-02-09,3.248,2.451,2.726,1.206
1997-02-10,3.101,2.148,3.209,2.428
1997-02-11,3.263,1.488,3.165,1.331
1997-02-12,2.978,1.742,3.284,1.8
1997-02-13,3.025,1.956,2.337,1.083
1997-02-14,2.863,1.631,2.871,0.338
1997-02-15,3.022,1.845,3.022,1.791
1997-02-16,3.15,1.877,2.477,1.478
1997-02-17,2.92,1.622,3.156,1.878
1997-02-18,3.096,1.435,3.174,1.8
1997-02-19,3.565,1.476,2.929,1.8
1997-02-20,2.92,1.652,2.205,1.754
1997-02-21,2.816,1.528,2.496,1.853
1997-02-22,2.802,1.539,2.272,1.043
1997-02-23,2.604,1.586,2.224,0.959
1997-02-24,1.887,1.094,2.259,1.0
1997-02-25,2.175,1.386,1.338,1.368
1997-02-26,2.691,1.188,2.085,0.666
1997-02-27,2.192,1.593,1.63,1.287
1997-02-28,2.625,1.243,1.526,0.985
1997-03-01,2.138,1.213,1.749,0.319
1997-03-02,2.187,0.883,2.215,1.688
1997-03-03,2.19,1.174,1.733,0.838
1997-03-04,2.164,1.191,2.363,0.705
1997-03-05,1.967,1.002,2.532,1.88
1997-03-06,2.098,1.058,1.827,2.671
1997-03-07,2.159,1.16,2.31,0.596
1997-03-08,2.352,1.236,2.812,0.84
1997-03-09,2.443,1.182,2.54,0.973
1997-03-10,2.748,1.448,3.721,1.5
1997-03-11,3.176,1.575,3.745,1.5
1997-03-12,3.242,1.703,3.301,1.973
1997-03-13,3.198,1.55,3.319,1.719
1997-03-14,3.218,1.609,3.494,2.57
1997-03-15,3.185,1.79,3.456,2.023
1997-03-16,3.69,1.864,3.668,2.178
1997-03-17,3.348,1.681,3.596,2.494
1997-03-18,3.418,1.678,3.488,2.23
1997-03-19,4.263,1.919,3.948,2.477
1997-03-20,4.605,2.233,4.527,2.659
1997-03-21,3.323,2.139,5.887,2.686
1997-03-22,3.788,2.067,4.92,2.346
1997-03-23,4.437,2.348,5.184,2.558
1997-03-24,4.944,2.717,0.77,3.294
1997-03-25,4.923,2.966,5.247,3.47
1997-03-26,5.421,3.08,5.546,3.693
1997-03-27,5.358,3.055,6.16,3.436
1997-03-28,5.332,3.039,5.441,3.689
1997-03-29,5.038,2.86,4.734,3.282
1997-03-30,5.125,2.764,6.193,2.694
1997-03-31,4.817,2.517,4.039,3.129
1997-04-01,4.189,2.228,3.217,2.625
