,FRAC1,EXQC1,NDPC1,NMSC1
2017-07-30,3.2,0.734,2.514,1.037
2017-07-31,3.256,0.695,1.886,1.48
2017-08-01,3.239,0.677,2.642,0.865
2017-08-02,3.134,0.674,1.881,0.865
2017-08-03,2.8,0.663,2.328,0.875
2017-08-04,3.664,0.848,2.591,0.887
2017-08-05,3.908,0.865,1.77,0.601
2017-08-06,3.81,1.27,2.249,0.769
2017-08-07,2.84,0.883,1.834,0.839
2017-08-08,2.792,0.684,2.186,0.813
2017-08-09,2.499,0.568,1.68,0.802
2017-08-10,2.194,0.559,1.404,0.714
2017-08-11,2.0,0.533,1.724,0.787
2017-08-12,1.847,0.447,1.25,0.548
2017-08-13,1.45,0.172,1.483,0.715
2017-08-14,1.783,0.397,1.322,0.714
2017-08-15,1.643,0.371,1.322,0.768
2017-08-16,1.558,0.438,1.116,0.843
2017-08-17,0.966,0.374,1.168,0.712
2017-08-18,2.491,0.416,1.003,0.774
2017-08-19,0.994,0.388,1.321,1.003
2017-08-20,1.47,0.37,1.266,0.494
2017-08-21,1.473,0.422,1.238,0.493
2017-08-22,1.071,0.341,1.239,0.493
2017-08-23,1.5,0.375,1.434,0.729
2017-08-24,1.621,0.286,1.216,0.411
2017-08-25,1.11,0.319,0.963,0.671
2017-08-26,1.267,0.29,0.831,0.574
2017-08-27,1.377,0.291,0.833,0.589
2017-08-28,1.08,0.24,0.833,0.503
2017-08-29,1.234,0.303,0.833,0.347
2017-08-30,1.305,0.263,0.833,0.52
2017-08-31,0.985,0.215,0.832,0.57
2017-09-01,1.097,0.229,1.138,0.515
2017-09-02,0.775,0.245,1.199,0.623
2017-09-03,1.41,0.198,0.733,0.453
2017-09-04,1.129,0.221,0.762,0.468
2017-09-05,0.935,0.196,0.761,0.451
2017-09-06,0.965,0.196,0.761,0.437
2017-09-07,0.856,0.196,0.761,0.437
2017-09-08,0.746,0.196,0.478,0.437
2017-09-09,0.741,0.196,0.771,0.648
2017-09-10,0.951,0.174,0.406,0.438
2017-09-11,0.697,0.166,0.92,0.437
2017-09-12,1.018,0.172,0.486,0.397
2017-09-13,0.949,0.266,0.486,0.421
2017-09-14,0.793,0.226,0.421,0.463
2017-09-15,0.916,0.241,0.471,0.411
2017-09-16,0.613,0.21,0.918,0.371
2017-09-17,1.444,0.206,0.368,0.371
2017-09-18,0.622,0.141,0.378,0.37
2017-09-19,0.548,0.137,0.378,0.287
2017-09-20,0.487,0.172,0.905,0.497
2017-09-21,1.317,0.186,0.926,0.666
2017-09-22,0.742,0.187,1.417,0.452
2017-09-23,0.689,0.198,1.258,0.337
2017-09-24,0.995,0.187,0.536,0.371
2017-09-25,0.687,0.187,0.645,0.367
2017-09-26,0.644,0.193,0.645,0.418
2017-09-27,0.704,0.187,0.645,0.412
2017-09-28,0.547,0.166,0.645,0.265
2017-09-29,0.552,0.214,0.644,0.396
2017-09-30,0.493,0.19,0.606,0.31
2017-10-01,0.258,0.167,0.404,0.33
2017-10-02,0.66,0.173,0.403,0.33
2017-10-03,0.199,0.13,0.403,0.265
2017-10-04,0.46,0.138,0.316,0.382
2017-10-05,0.362,0.151,0.315,0.546
2017-10-06,0.403,0.134,0.315,0.212
2017-10-07,0.38,0.122,0.471,0.279
2017-10-08,0.181,0.122,0.18,0.419
2017-10-09,0.276,0.122,0.363,0.392
2017-10-10,0.166,0.122,0.514,0.338
2017-10-11,0.433,0.09,0.513,0.399
2017-10-12,0.332,0.133,0.373,0.398
2017-10-13,0.397,0.129,0.503,0.398
2017-10-14,0.439,0.133,0.503,0.282
2017-10-15,0.408,0.132,0.502,0.347
2017-10-16,0.488,0.157,0.422,0.388
2017-10-17,0.477,0.139,0.429,0.257
2017-10-18,0.474,0.161,0.544,0.256
2017-10-19,0.292,0.166,0.444,0.351
2017-10-20,0.406,0.171,0.543,0.487
2017-10-21,0.416,0.277,0.545,0.297
2017-10-22,0.483,0.282,0.338,0.201
2017-10-23,0.302,0.213,0.257,0.352
2017-10-24,0.128,0.197,0.62,0.352
2017-10-25,0.405,0.225,0.339,0.352
2017-10-26,0.377,0.228,0.424,0.352
2017-10-27,0.105,0.112,0.384,0.352
2017-10-28,0.521,0.141,0.765,0.352
2017-10-29,0.474,0.131,0.388,0.352
2017-10-30,0.42,0.0,0.488,0.352
2017-10-31,0.219,0.07,0.388,0.351
2017-11-01,0.297,0.103,0.169,-0.127
2017-11-02,0.423,0.068,0.675,0.32
2017-11-03,0.281,0.123,0.114,0.405
2017-11-04,0.008,0.058,0.145,0.14
2017-11-05,0.316,0.047,0.162,0.168
2017-11-06,0.549,0.13,0.224,0.301
2017-11-07,0.194,0.0,0.147,0.285
2017-11-08,0.33,0.008,0.143,0.225
2017-11-09,0.223,0.098,0.199,0.468
2017-11-10,-0.07,0.103,0.199,0.301
2017-11-11,0.114,0.041,0.146,0.18
2017-11-12,1.036,0.083,0.133,0.261
2017-11-13,0.395,0.093,0.097,0.29
2017-11-14,0.154,0.074,0.147,0.304
2017-11-15,0.498,0.125,0.23,0.883
2017-11-16,1.15,1.072,2.379,4.903
2017-11-17,3.405,2.345,17.349,4.491
2017-11-18,1.174,0.757,4.632,1.137
2017-11-19,0.869,0.434,2.329,0.821
2017-11-20,0.625,0.347,0.727,0.67
2017-11-21,3.742,0.369,1.657,0.806
2017-11-22,0.626,0.343,1.5,0.748
2017-11-23,0.705,0.414,1.151,0.848
2017-11-24,0.639,0.38,1.286,0.645
2017-11-25,0.653,0.382,1.343,0.621
2017-11-26,0.447,0.541,1.612,1.341
2017-11-27,1.564,0.718,2.851,1.62
2017-11-28,1.039,0.612,2.399,1.016
2017-11-29,0.833,0.566,1.479,0.936
2017-11-30,0.699,0.439,1.377,0.844
2017-12-01,0.754,0.368,1.54,0.519
2017-12-02,0.562,0.319,0.481,0.71
2017-12-03,0.548,0.259,0.897,0.602
2017-12-04,0.363,0.31,0.955,0.413
2017-12-05,0.148,0.213,0.658,0.482
2017-12-06,0.395,0.205,0.715,0.545
2017-12-07,0.466,0.2,0.358,0.704
2017-12-08,0.413,0.232,0.663,0.653
2017-12-09,0.738,0.21,0.98,0.558
2017-12-10,0.536,0.183,0.381,0.275
2017-12-11,0.34,0.182,0.248,0.303
2017-12-12,0.423,0.158,0.364,0.491
2017-12-13,0.373,0.191,1.017,0.24
2017-12-14,0.376,0.1,0.37,0.444
2017-12-15,0.365,0.185,0.558,0.299
2017-12-16,0.374,0.17,0.33,0.187
2017-12-17,0.304,0.165,0.315,0.435
2017-12-18,0.42,0.157,0.541,0.407
2017-12-19,0.472,0.132,0.443,0.201
2017-12-20,0.291,0.169,0.442,0.669
2017-12-21,0.291,0.097,0.432,0.252
2017-12-22,0.246,0.137,0.409,0.365
2017-12-23,0.505,0.182,0.307,0.222
2017-12-24,0.434,0.159,0.307,0.39
2017-12-25,0.406,0.18,0.307,0.284
2017-12-26,0.35,0.113,0.307,0.401
2017-12-27,0.414,0.164,0.306,0.518
2017-12-28,0.401,0.091,0.403,0.143
2017-12-29,0.258,0.129,0.432,0.236
2017-12-30,0.435,0.171,0.363,0.388
2017-12-31,0.32,0.094,0.35,0.289
2018-01-01,0.37,0.176,0.357,0.327
2018-01-02,0.339,0.137,0.206,0.374
2018-01-03,0.396,0.126,0.206,0.283
2018-01-04,0.467,0.268,0.206,0.556
2018-01-05,0.444,0.267,0.403,0.374
2018-01-06,0.817,0.246,1.25,1.574
2018-01-07,0.695,0.454,2.202,0.978
2018-01-08,1.639,1.007,1.614,2.631
2018-01-09,2.574,1.99,7.105,3.43
2018-01-10,1.198,1.029,4.356,2.703
2018-01-11,0.852,0.695,2.227,1.066
2018-01-12,0.818,0.542,1.333,1.044
2018-01-13,0.802,0.497,1.304,0.843
2018-01-14,0.751,0.515,1.123,0.877
2018-01-15,0.587,0.412,1.043,0.766
2018-01-16,0.828,0.403,1.125,0.839
2018-01-17,0.467,0.415,0.625,0.518
2018-01-18,0.715,0.443,0.583,0.817
2018-01-19,0.77,0.444,1.736,0.925
2018-01-20,0.604,0.413,1.265,0.654
2018-01-21,0.622,0.311,0.405,0.551
2018-01-22,0.622,0.392,0.714,0.581
2018-01-23,0.496,0.336,1.176,0.604
2018-01-24,0.523,0.392,0.382,0.76
2018-01-25,0.58,0.292,1.247,0.999
2018-01-26,0.336,0.266,0.72,0.577
2018-01-27,0.641,0.286,0.655,0.522
2018-01-28,0.675,0.311,0.75,0.529
2018-01-29,0.561,0.286,0.768,0.706
2018-01-30,0.648,0.337,1.333,0.688
2018-01-31,0.452,0.283,0.649,0.555
2018-02-01,0.509,0.335,0.854,0.621
2018-02-02,0.645,0.309,1.225,0.707
2018-02-03,0.697,0.369,0.518,0.603
2018-02-04,0.726,0.37,0.593,0.553
2018-02-05,0.445,0.337,1.235,0.717
2018-02-06,0.816,0.345,0.52,0.598
2018-02-07,0.43,0.334,1.182,0.635
2018-02-08,0.614,0.329,0.493,0.54
2018-02-09,0.663,0.354,0.617,0.569
2018-02-10,0.517,0.354,0.997,0.62
2018-02-11,0.525,0.357,0.56,0.464
2018-02-12,0.771,0.301,0.425,0.614
2018-02-13,0.406,0.213,0.412,0.415
2018-02-14,0.579,0.288,0.903,0.517
2018-02-15,0.32,0.238,0.397,0.416
2018-02-16,0.319,0.264,0.377,0.495
2018-02-17,0.191,0.145,0.359,0.514
2018-02-18,0.457,0.172,0.482,0.398
2018-02-19,0.422,0.252,0.492,0.493
2018-02-20,0.147,0.163,0.554,0.371
2018-02-21,0.396,0.091,0.404,0.201
2018-02-22,0.557,0.247,0.35,0.652
2018-02-23,0.341,0.169,0.532,0.569
2018-02-24,0.293,0.185,0.427,0.446
2018-02-25,0.444,0.145,0.796,0.186
2018-02-26,0.448,0.332,0.484,0.598
2018-02-27,0.456,0.253,0.56,0.524
2018-02-28,0.432,0.129,0.617,0.478
2018-03-01,1.51,1.677,0.955,1.021
2018-03-02,2.621,2.932,2.848,1.312
2018-03-03,1.834,1.499,2.752,1.131
2018-03-04,0.972,0.818,1.623,0.731
2018-03-05,0.832,0.57,1.613,0.606
2018-03-06,0.895,0.556,0.991,0.586
2018-03-07,0.949,0.579,1.087,0.645
2018-03-08,0.889,0.634,1.357,0.718
2018-03-09,0.947,0.506,1.524,0.711
2018-03-10,0.627,0.667,2.213,0.833
2018-03-11,1.44,0.602,2.378,1.012
2018-03-12,1.694,0.674,1.85,1.002
2018-03-13,2.011,2.929,4.003,3.471
2018-03-14,3.919,3.234,11.486,4.369
2018-03-15,2.126,1.644,5.765,2.098
2018-03-16,1.956,3.008,7.068,4.051
2018-03-17,1.528,1.793,3.895,2.122
2018-03-18,1.35,1.257,3.062,1.543
2018-03-19,1.287,1.034,2.686,1.296
2018-03-20,1.342,1.032,2.052,1.375
2018-03-21,3.352,4.655,4.505,5.349
2018-03-22,30.657,31.28,42.265,24.243
2018-03-23,13.359,7.932,28.352,10.61
2018-03-24,5.804,4.209,9.491,5.883
2018-03-25,4.025,3.366,6.862,3.77
2018-03-26,3.085,2.177,4.163,3.016
2018-03-27,2.501,1.845,4.427,2.884
2018-03-28,2.653,1.848,3.52,2.809
2018-03-29,2.948,2.166,5.317,3.325
2018-03-30,3.453,2.316,4.704,4.087
2018-03-31,3.725,2.671,5.092,2.748
2018-04-01,3.971,2.703,5.724,4.221
2018-04-02,4.261,2.759,5.225,4.196
2018-04-03,4.367,2.948,6.12,4.487
2018-04-04,4.247,2.929,6.467,4.338
2018-04-05,3.892,3.044,5.531,4.244
2018-04-06,6.266,5.005,7.529,6.682
2018-04-07,21.679,18.085,21.562,20.527
2018-04-08,17.917,10.271,29.237,9.611
2018-04-09,11.026,6.462,14.306,6.621
2018-04-10,8.894,5.435,10.624,5.52
2018-04-11,7.219,4.715,8.975,4.924
2018-04-12,6.089,3.853,7.985,3.914
2018-04-13,4.531,3.052,5.905,4.316
2018-04-14,5.364,3.359,5.627,3.163
2018-04-15,4.661,3.093,5.01,3.826
2018-04-16,4.542,3.262,6.352,3.791
2018-04-17,4.661,2.509,4.645,4.083
2018-04-18,3.794,2.384,4.86,3.116
2018-04-19,3.466,1.996,3.994,2.926
2018-04-20,3.206,1.866,3.521,2.604
2018-04-21,3.781,2.11,3.319,2.836
2018-04-22,4.275,3.001,4.475,3.876
2018-04-23,5.006,3.557,6.634,4.469
2018-04-24,6.185,3.702,8.504,4.54
2018-04-25,6.576,3.993,7.094,4.793
2018-04-26,7.302,4.14,8.217,3.908
2018-04-27,7.239,4.338,8.94,5.935
2018-04-28,6.783,3.682,10.464,4.517
2018-04-29,5.707,2.861,6.923,3.55
2018-04-30,4.892,2.275,4.771,3.577
2018-05-01,3.92,2.183,4.632,2.58
2018-05-02,3.514,1.877,4.248,2.551
2018-05-03,3.77,1.882,3.986,2.832
2018-05-04,4.576,2.326,5.042,2.98
2018-05-05,5.044,2.791,5.331,3.263
2018-05-06,5.428,2.892,5.972,3.211
2018-05-07,6.079,3.083,7.277,3.156
2018-05-08,7.214,3.41,7.914,4.48
2018-05-09,7.487,3.851,8.478,4.002
2018-05-10,7.535,-0.0,9.458,3.951
2018-05-11,6.858,2.87,8.483,3.364
2018-05-12,5.693,2.241,5.846,2.982
2018-05-13,4.726,1.914,4.997,2.479
2018-05-14,4.181,1.834,4.381,2.698
2018-05-15,4.173,1.9,4.603,2.697
2018-05-16,4.387,1.904,4.859,2.581
2018-05-17,4.573,1.782,4.438,2.291
2018-05-18,4.646,1.855,5.054,2.608
2018-05-19,5.065,2.203,6.186,2.63
2018-05-20,4.742,1.999,5.617,2.81
2018-05-21,4.994,1.894,5.045,2.53
2018-05-22,4.78,1.929,5.531,2.9
2018-05-23,5.114,2.03,6.009,3.08
2018-05-24,5.033,2.076,6.339,2.729
2018-05-25,5.833,2.259,6.748,2.802
2018-05-26,4.771,1.645,5.888,1.975
2018-05-27,4.56,1.455,4.204,2.11
2018-05-28,4.571,1.538,3.562,2.26
2018-05-29,5.136,1.654,4.999,2.275
2018-05-30,4.995,1.675,4.884,2.35
2018-05-31,4.817,1.752,6.133,1.989
2018-06-01,4.827,1.482,4.964,2.052
2018-06-02,4.454,1.401,4.072,2.168
2018-06-03,4.634,1.499,5.188,2.235
2018-06-04,4.943,1.479,4.877,2.047
2018-06-05,4.684,1.453,4.348,1.991
2018-06-06,4.688,1.283,4.259,1.779
2018-06-07,4.289,1.255,4.271,1.765
2018-06-08,3.742,1.07,3.696,1.616
2018-06-09,4.008,1.106,3.291,1.62
2018-06-10,3.637,0.98,2.773,1.235
2018-06-11,3.473,0.922,3.128,1.336
2018-06-12,3.345,0.924,2.611,1.684
2018-06-13,3.904,0.94,3.331,1.561
2018-06-14,3.398,0.933,2.803,1.309
2018-06-15,2.997,0.911,3.201,1.257
2018-06-16,2.687,0.76,2.443,1.277
2018-06-17,1.856,0.701,1.944,1.304
2018-06-18,2.986,0.649,2.251,1.23
2018-06-19,2.249,0.56,1.342,0.191
2018-06-20,2.254,0.58,1.668,0.972
2018-06-21,2.07,0.57,1.81,0.893
2018-06-22,1.899,0.563,0.872,0.938
2018-06-23,1.893,0.521,1.427,0.877
2018-06-24,1.996,0.396,1.326,0.662
2018-06-25,2.031,0.588,1.226,1.02
2018-06-26,1.756,0.499,1.15,0.707
2018-06-27,1.832,0.472,1.128,0.665
2018-06-28,1.686,0.441,1.376,0.637
2018-06-29,1.402,0.498,0.718,0.705
2018-06-30,1.45,0.261,0.554,0.41
2018-07-01,1.439,0.465,1.31,0.712
2018-07-02,1.44,0.344,0.6,0.548
2018-07-03,1.254,0.355,1.044,0.833
2018-07-04,1.302,0.352,0.373,0.132
2018-07-05,1.321,0.221,1.067,0.487
2018-07-06,0.832,0.363,0.306,0.531
2018-07-07,1.015,0.306,0.918,0.462
2018-07-08,1.587,0.207,0.262,0.452
2018-07-09,0.595,0.233,0.494,0.382
2018-07-10,0.826,0.221,0.249,0.436
2018-07-11,0.998,0.269,0.872,0.625
2018-07-12,1.195,0.217,0.414,0.419
2018-07-13,1.746,0.268,0.352,0.386
2018-07-14,1.717,0.256,0.89,0.379
2018-07-15,1.53,0.372,0.614,0.386
2018-07-16,1.226,0.257,0.489,0.309
2018-07-17,0.871,0.198,0.448,0.482
2018-07-18,0.968,0.264,0.361,0.389
2018-07-19,0.838,0.234,0.798,0.546
2018-07-20,1.313,0.195,0.307,0.217
2018-07-21,1.779,0.2,0.75,0.349
2018-07-22,1.752,0.225,0.792,0.281
2018-07-23,1.426,0.279,0.497,0.393
2018-07-24,1.351,0.297,0.385,0.393
2018-07-25,1.152,0.241,0.26,0.534
2018-07-26,0.914,0.22,0.991,0.151
2018-07-27,0.852,0.202,0.465,0.157
2018-07-28,0.903,0.204,0.058,0.274
2018-07-29,0.782,0.143,0.579,0.274
2018-07-30,0.689,0.201,0.299,0.273
2018-07-31,1.088,0.208,0.321,0.1
2018-08-01,0.622,0.116,0.645,0.111
2018-08-02,1.267,0.146,0.19,0.244
2018-08-03,0.555,0.16,0.291,0.499
2018-08-04,0.667,0.1,0.343,0.634
2018-08-05,0.416,0.105,0.236,-0.337
2018-08-06,0.864,0.159,0.355,0.215
2018-08-07,0.137,0.135,0.419,0.114
2018-08-08,0.541,0.0,0.373,1.007
2018-08-09,0.468,0.109,0.418,-0.135
2018-08-10,0.355,0.082,0.307,0.265
2018-08-11,0.274,0.161,0.307,0.265
2018-08-12,0.23,0.182,0.376,0.255
2018-08-13,0.424,0.036,0.101,0.004
2018-08-14,0.591,0.099,0.011,0.644
2018-08-15,1.022,0.117,0.809,-0.187
2018-08-16,0.462,0.095,0.77,0.433
2018-08-17,0.052,0.086,0.224,0.2
2018-08-18,0.22,0.135,0.193,0.19
2018-08-19,0.68,0.13,0.057,0.203
2018-08-20,0.042,0.068,0.153,0.209
2018-08-21,0.705,0.068,0.378,0.302
2018-08-22,0.304,0.109,0.378,0.302
2018-08-23,0.072,0.055,0.429,0.302
2018-08-24,0.138,0.121,0.651,-0.41
2018-08-25,0.241,0.101,0.55,0.086
2018-08-26,0.185,0.11,0.458,0.18
2018-08-27,0.257,0.085,0.619,0.037
2018-08-28,0.727,0.062,0.1,0.136
2018-08-29,0.004,0.117,0.097,0.381
2018-08-30,0.224,0.125,0.661,0.066
2018-08-31,0.068,0.082,0.361,0.14
2018-09-01,0.11,0.113,0.27,0.28
2018-09-02,0.191,0.095,0.354,0.046
2018-09-03,0.157,0.014,0.22,0.26
2018-09-04,0.264,0.124,0.503,0.167
2018-09-05,0.272,0.059,0.135,0.257
2018-09-06,0.096,0.103,0.139,0.138
2018-09-07,0.146,0.065,0.662,0.258
2018-09-08,0.054,0.068,0.499,0.17
2018-09-09,0.254,0.02,0.45,0.136
2018-09-10,0.057,0.038,0.477,0.181
2018-09-11,0.269,0.03,0.484,0.13
2018-09-12,0.203,0.0,0.119,0.248
2018-09-13,0.121,0.0,0.1,0.371
2018-09-14,0.09,0.0,0.47,0.309
2018-09-15,0.115,0.118,0.016,-0.554
2018-09-16,0.303,0.033,0.268,0.111
2018-09-17,0.002,0.06,0.162,0.111
2018-09-18,0.138,0.013,0.124,0.045
2018-09-19,0.067,0.036,0.385,0.179
2018-09-20,0.007,0.037,0.271,0.1
2018-09-21,0.037,0.01,0.551,0.189
2018-09-22,0.207,0.049,0.053,0.052
2018-09-23,0.095,0.039,0.104,0.11
2018-09-24,0.047,0.048,0.637,0.061
2018-09-25,0.168,0.043,0.065,0.102
2018-09-26,-0.032,0.07,0.62,0.145
2018-09-27,0.017,0.074,0.145,0.215
2018-09-28,0.079,0.056,0.106,0.108
2018-09-29,0.131,0.083,0.24,0.348
2018-09-30,0.099,0.0,0.585,-0.022
2018-10-01,-0.013,0.039,0.409,0.239
2018-10-02,0.313,0.101,0.21,0.397
2018-10-03,0.701,0.137,0.13,0.379
2018-10-04,0.59,0.225,0.608,0.354
2018-10-05,0.362,0.151,0.102,0.19
2018-10-06,0.356,0.07,0.023,0.037
2018-10-07,0.34,0.0,0.283,0.032
2018-10-08,0.234,0.161,0.632,0.159
2018-10-09,0.36,0.062,-0.153,0.042
2018-10-10,0.282,0.057,0.32,0.122
2018-10-11,0.292,0.137,0.372,0.281
2018-10-12,0.11,0.065,0.042,0.075
2018-10-13,0.193,0.087,-0.075,0.156
2018-10-14,-0.468,0.068,0.79,0.1
2018-10-15,0.715,0.057,0.128,0.244
2018-10-16,0.257,0.03,-0.027,0.29
2018-10-17,0.14,0.041,-0.028,0.069
2018-10-18,0.15,0.08,0.235,0.242
2018-10-19,0.078,0.067,0.348,0.24
2018-10-20,0.148,0.046,0.378,0.117
2018-10-21,0.258,0.065,0.41,0.368
2018-10-22,0.145,0.036,-0.038,0.177
2018-10-23,0.172,0.043,0.328,0.112
2018-10-24,0.116,0.095,0.089,0.097
2018-10-25,0.109,0.088,0.429,-0.093
2018-10-26,0.059,0.065,0.071,0.175
2018-10-27,0.113,0.067,0.196,0.156
2018-10-28,0.152,0.065,0.507,0.172
2018-10-29,0.195,0.055,-0.204,0.039
2018-10-30,-0.04,0.068,0.548,0.089
2018-10-31,0.248,0.0,0.054,0.339
2018-11-01,0.155,0.054,0.168,0.343
2018-11-02,0.216,0.004,-0.831,0.189
2018-11-03,0.079,0.025,0.828,0.111
2018-11-04,-0.052,0.0,-0.252,0.068
2018-11-05,0.431,0.025,-0.11,0.085
2018-11-06,0.017,0.026,0.13,0.329
2018-11-07,0.363,0.028,-0.311,-0.027
2018-11-08,0.007,0.031,0.234,0.192
2018-11-09,0.066,0.005,0.202,-0.025
2018-11-10,0.143,0.0,-0.182,0.089
2018-11-11,-0.066,0.0,-0.207,0.174
2018-11-12,0.18,0.021,0.24,0.207
2018-11-13,0.14,0.027,-0.341,-0.072
2018-11-14,0.16,0.007,0.127,0.039
2018-11-15,0.116,0.074,0.165,0.088
2018-11-16,0.203,0.018,0.092,0.21
2018-11-17,-0.146,0.052,0.244,-0.046
2018-11-18,0.304,0.035,-0.287,0.207
2018-11-19,0.109,0.058,0.2,-0.046
2018-11-20,0.501,0.0,-0.253,0.22
2018-11-21,0.242,0.066,0.391,0.588
2018-11-22,0.629,0.234,1.066,0.538
2018-11-23,0.427,0.443,0.937,1.428
2018-11-24,0.703,0.285,1.24,0.746
2018-11-25,0.127,0.226,0.628,0.282
2018-11-26,0.217,0.186,0.377,0.251
2018-11-27,0.339,0.18,0.423,0.256
2018-11-28,1.318,0.519,1.005,0.935
2018-11-29,2.014,1.506,3.493,2.997
2018-11-30,1.182,0.736,3.039,1.064
2018-12-01,1.065,0.701,1.414,1.151
2018-12-02,0.35,0.33,1.29,0.356
2018-12-03,0.454,0.354,0.224,0.342
2018-12-04,0.431,0.2,0.93,0.272
2018-12-05,0.585,0.341,0.496,0.261
2018-12-06,0.859,0.237,0.95,0.438
2018-12-07,0.407,0.29,0.321,0.332
2018-12-08,0.48,0.215,1.039,0.226
2018-12-09,0.396,0.257,0.582,0.479
2018-12-10,0.372,0.213,0.497,0.235
2018-12-11,0.45,0.227,0.492,0.073
2018-12-12,0.359,0.168,0.303,0.266
2018-12-13,0.373,0.208,0.449,0.15
2018-12-14,0.379,0.123,0.272,0.213
2018-12-15,0.377,0.175,0.446,0.172
2018-12-16,0.415,0.303,0.393,0.303
2018-12-17,0.737,0.377,0.849,0.968
2018-12-18,0.473,0.138,1.104,0.444
2018-12-19,0.284,0.268,0.928,0.258
2018-12-20,0.398,0.244,0.439,0.259
2018-12-21,0.443,0.173,0.522,0.378
2018-12-22,0.443,0.196,0.438,0.383
2018-12-23,0.331,0.21,0.44,0.281
2018-12-24,0.592,0.312,1.304,0.423
2018-12-25,0.481,0.374,1.049,0.902
2018-12-26,0.561,0.191,0.969,0.462
2018-12-27,0.498,0.248,0.413,0.468
2018-12-28,0.44,0.195,0.894,0.188
2018-12-29,0.299,0.202,0.213,0.327
2018-12-30,0.474,0.178,0.489,0.242
2018-12-31,0.279,0.157,0.864,0.144
2019-01-01,0.358,0.146,0.163,0.129
2019-01-02,0.331,0.13,0.453,0.349
2019-01-03,0.322,0.183,0.473,0.23
2019-01-04,0.409,0.185,0.517,0.184
2019-01-05,0.459,0.199,0.366,0.643
2019-01-06,1.067,0.578,1.007,1.237
2019-01-07,0.946,0.673,1.729,1.483
2019-01-08,0.785,0.477,1.242,0.618
2019-01-09,1.052,0.587,1.873,1.339
2019-01-10,0.839,0.596,1.923,1.423
2019-01-11,0.731,0.461,1.007,1.008
2019-01-12,0.556,0.346,1.421,0.317
2019-01-13,0.573,0.325,0.787,0.295
2019-01-14,0.686,0.346,0.792,0.47
2019-01-15,0.814,0.486,0.79,0.869
2019-01-16,1.348,3.188,2.591,2.582
2019-01-17,9.072,5.631,10.005,7.644
2019-01-18,3.349,1.933,5.245,3.613
2019-01-19,1.983,1.267,2.717,1.973
2019-01-20,2.011,1.257,2.669,3.055
2019-01-21,2.272,1.476,4.765,3.473
2019-01-22,1.525,1.01,2.556,1.952
2019-01-23,1.298,0.918,2.051,1.37
2019-01-24,1.083,0.778,1.85,1.222
2019-01-25,1.048,0.71,2.036,1.246
2019-01-26,1.053,0.682,1.244,0.97
2019-01-27,1.04,0.584,1.722,0.942
2019-01-28,1.173,0.647,1.399,1.039
2019-01-29,1.167,0.647,1.2,1.159
2019-01-30,1.077,0.603,1.579,1.035
2019-01-31,1.092,0.571,1.419,1.081
2019-02-01,1.139,0.784,1.981,1.175
2019-02-02,6.055,4.589,7.398,5.036
2019-02-03,5.473,9.357,9.797,4.985
2019-02-04,5.064,9.215,10.087,6.225
2019-02-05,3.899,4.132,6.434,4.019
2019-02-06,2.703,2.846,4.305,1.885
2019-02-07,2.577,1.839,3.017,1.699
2019-02-08,1.915,1.678,2.734,1.455
2019-02-09,2.952,2.519,2.844,1.925
2019-02-10,3.56,4.026,5.091,3.169
2019-02-11,2.647,2.205,3.568,1.962
2019-02-12,-0.573,1.754,2.955,1.463
2019-02-13,3.901,5.087,3.527,4.541
2019-02-14,15.866,16.679,26.569,18.338
2019-02-15,10.08,9.15,23.072,12.875
2019-02-16,6.007,6.612,11.547,6.597
2019-02-17,4.255,4.711,8.242,5.179
2019-02-18,3.56,3.54,5.69,3.536
2019-02-19,3.213,2.943,4.487,2.935
2019-02-20,3.048,2.795,3.603,2.705
2019-02-21,2.719,2.331,3.722,2.397
2019-02-22,2.097,2.095,3.551,1.89
2019-02-23,2.355,1.943,2.669,2.009
2019-02-24,2.305,1.978,2.627,1.74
2019-02-25,2.244,1.807,2.944,1.707
2019-02-26,2.159,1.999,2.695,2.041
2019-02-27,2.428,2.137,4.024,2.457
2019-02-28,2.847,2.277,4.344,3.257
2019-03-01,2.703,2.012,4.557,3.055
2019-03-02,6.622,5.093,9.557,8.765
2019-03-03,6.49,4.332,10.45,7.979
2019-03-04,4.831,3.504,9.98,6.559
2019-03-05,4.955,3.622,7.359,5.311
2019-03-06,8.224,7.018,12.29,10.666
2019-03-07,6.072,7.045,14.596,10.333
2019-03-08,5.766,5.048,10.557,7.735
2019-03-09,4.512,3.737,7.675,5.263
2019-03-10,3.519,3.192,5.749,4.567
2019-03-11,2.351,2.725,4.392,3.736
2019-03-12,2.686,2.377,4.382,3.466
2019-03-13,2.67,2.184,4.948,3.061
2019-03-14,2.647,2.034,4.03,2.995
2019-03-15,1.451,1.959,3.276,3.278
2019-03-16,2.777,1.941,4.186,2.168
2019-03-17,3.029,1.895,3.358,2.821
2019-03-18,3.314,2.011,3.917,2.957
2019-03-19,4.34,2.194,4.687,3.282
2019-03-20,2.966,2.658,5.202,3.855
2019-03-21,3.581,2.124,4.375,3.316
2019-03-22,4.294,2.133,4.08,2.811
2019-03-23,3.012,2.363,4.767,4.068
2019-03-24,3.232,1.996,3.985,3.164
2019-03-25,2.253,1.947,3.056,2.987
2019-03-26,3.083,1.98,3.535,2.945
